,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle,Field,Livetime,Realtime,Tier,Area,Average diameter,Perimeter,Orientation,Max circle radius,Area in pixels,Volume of sphere,Equivalent diameter,Class,Total,C,O,Na,Cl,Al,Fe,Cu,Mg,Sr,S,N,Si,K,Ca,Tl,Cr,Pd,Mo,W,F,V,Sc,Ni,Ru,Ba,Rh,P,Mn,B,Field,Area,Average diameter,Volume of sphere
P89,25,11.27,11.27,0,0.182138,0.602459,1.83373,175,0.206926,9,0.183702,0.481565,Unclassified,1,0.8906725811,0.1070994236,,,,,,,,,,0.0022279953,,,,,,,,,,,,,,,,,,25,0.182138,0.602459,0.183702
P90,25,11.954,11.954,0,23.516,10.190826,65.877305,73,0.936897,1162,269.500048,5.471883,Unclassified,1,0.9302405838,0.0688175892,,,,,,,,,,0.0009418269,,,,,,,,,,,,,,,,,,25,23.516,10.190826,269.500048
P91,25,8.867,8.867,0,0.3238,0.729629,2.192428,164,0.292637,16,0.435441,0.642087,Unclassified,1,0.7681983095,0.1198943159,0.0455809344,0.06521758,,,,0.0011088602,,,,,,,,,,,,,,,,,,,,,,25,0.3238,0.729629,0.435441
P92,26,11.553,11.553,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8028241386,0.196518192,,,,,,,,,,0.0006576693,,,,,,,,,,,,,,,,,,26,0.060713,0.335715,0.035353
P93,26,11.514,11.514,0,0.1619,0.54935,1.652735,164,0.206926,8,0.153952,0.454024,Unclassified,1,0.7783249526,0.1876023375,0.016066186,0.0118448963,,,,0.0024642811,,0.0036973465,,,,,,,,,,,,,,,,,,,,26,0.1619,0.54935,0.153952
P94,26,14.888,14.888,0,0.1619,0.551907,1.637552,68,0.206926,8,0.153952,0.454024,Unclassified,1,0.8399605726,0.1584958797,,,,,,,,,,0.0015435477,,,,,,,,,,,,,,,,,,26,0.1619,0.551907,0.153952
P95,26,9.558,9.558,0,0.546413,0.980074,2.964008,97,0.292637,27,0.954543,0.834095,Unclassified,1,0.6683798757,0.2561165241,,0.0018980343,,0.0677296839,,,,,,0.005875882,,,,,,,,,,,,,,,,,,26,0.546413,0.980074,0.954543
P96,26,11.609,11.609,0,0.121425,0.463913,1.375298,141,0.206926,6,0.099995,0.393196,Unclassified,1,0.7881303826,0.1888831085,0.0107324769,0.0087605977,,,,0.0024215886,,,,0.0010718459,,,,,,,,,,,,,,,,,,26,0.121425,0.463913,0.099995
P97,26,11.409,11.409,0,0.141663,0.530558,1.571476,25,0.206926,7,0.126008,0.4247,Unclassified,1,0.7493571262,0.224483702,0.0117746954,0.0047697741,,,,0.0016362965,,0.0053699682,,,,0.0026084375,,,,,,,,,,,,,,,,26,0.141663,0.530558,0.126008
P98,27,10.054,10.054,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8494997382,0.148924078,,,,,,,,,,0.0015761838,,,,,,,,,,,,,,,,,,27,0.08095,0.362155,0.05443
P99,27,11.895,11.895,0,0.303563,0.706544,2.095985,122,0.292637,15,0.395263,0.621698,Unclassified,1,0.7855966888,0.2075933198,0.0028986864,,,,,0.0017498995,,,,0.0010096719,,0.0011517336,,,,,,,,,,,,,,,,27,0.303563,0.706544,0.395263
P100,27,9.975,9.975,0,0.3238,0.753885,2.273687,27,0.292637,16,0.435441,0.642087,Unclassified,1,0.7309801749,0.2032867224,0.0259611021,0.0329381548,,,,0.0028455918,,0.003988254,,,,,,,,,,,,,,,,,,,,27,0.3238,0.753885,0.435441
P101,27,10.283,10.283,0,0.24285,0.7981,2.488341,34,0.206926,12,0.282827,0.556063,Unclassified,1,0.8476677225,0.1513628981,,,,,,,,,,0.0009693795,,,,,,,,,,,,,,,,,,27,0.24285,0.7981,0.282827
P102,27,10.129,10.129,0,0.1619,0.632895,1.930173,156,0.146319,8,0.153952,0.454024,Unclassified,1,0.8350598021,0.1636190039,,,,,,,,,,0.001321194,,,,,,,,,,,,,,,,,,27,0.1619,0.632895,0.153952
P103,27,10.121,10.121,0,0.121425,0.463913,1.375298,141,0.206926,6,0.099995,0.393196,Unclassified,1,0.787349843,0.1787507348,0.0121495205,0.0191918462,,,,,,0.0025580555,,,,,,,,,,,,,,,,,,,,27,0.121425,0.463913,0.099995
P104,28,10.981,10.981,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.8143044039,0.179111322,0.0026635445,0.0017764588,,,,0.0010717635,,,,0.0010725073,,,,,,,,,,,,,,,,,,28,0.141663,0.490353,0.126008
P105,28,12.049,12.049,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7884832409,0.2037163813,0.0060541421,0.0017462356,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.060713,0.335715,0.035353
P106,28,9.891,9.891,0,2.165415,2.002379,6.336797,27,0.654357,107,7.530526,1.660449,Unclassified,1,0.7540247025,0.1495087944,0.0340552126,0.0580998304,,,,0.001774312,,0.0025371481,,,,,,,,,,,,,,,,,,,,28,2.165415,2.002379,7.530526
P107,29,10.925,10.925,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7961497676,0.1802193023,0.009031466,0.0145994641,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.08095,0.362155,0.05443
P108,29,12.339,12.339,0,0.1619,0.525467,1.556293,90,0.206926,8,0.153952,0.454024,Unclassified,1,0.7599614969,0.2224908454,0.0107004711,0.0014946191,,,,0.0024578624,,0.0028947052,,,,,,,,,,,,,,,,,,,,29,0.1619,0.525467,0.153952
P109,29,10.362,10.362,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7882770651,0.1779420533,0.0159841487,0.0177967329,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.08095,0.362155,0.05443
P110,29,11.057,11.057,0,0.121425,0.481908,1.456557,8,0.146319,6,0.099995,0.393196,Unclassified,1,0.794700762,0.1677979868,0.0142046895,0.0232965617,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.121425,0.481908,0.099995
P111,29,11.72,11.72,0,0.1619,0.573256,1.703629,75,0.146319,8,0.153952,0.454024,Unclassified,1,0.7744645686,0.2118755197,0.0085653317,0.0050945799,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.1619,0.573256,0.153952
P112,30,11.756,11.756,0,0.182138,0.551907,1.637552,68,0.206926,9,0.183702,0.481565,Unclassified,1,0.7947162621,0.1952714565,0.0055655235,0.0029088278,,,,0.0005513367,,,,0.0009865934,,,,,,,,,,,,,,,,,,30,0.182138,0.551907,0.183702
P113,30,10.348,10.348,0,10.260423,6.704876,21.217153,160,0.731594,507,77.671482,3.614412,Unclassified,1,0.7005407331,0.2363522088,0.0023173037,0.023316266,0.0013717654,,,0.0012051945,,0.0057076221,,0.0102674473,,,,0.0189214591,,,,,,,,,,,,,,30,10.260423,6.704876,77.671482
P114,30,10.599,10.599,0,0.40475,0.902893,2.681227,0,0.292637,20,0.608548,0.717875,Unclassified,1,0.7702869251,0.1426189672,0.0368653807,0.0485761161,,,,0.0010003129,,,,0.0006522979,,,,,,,,,,,,,,,,,,30,0.40475,0.902893,0.608548
P115,30,11.522,11.522,0,0.647601,1.289602,4.141077,153,0.292637,32,1.231614,0.908048,Unclassified,1,0.7907147138,0.146689253,0.024524037,0.0328940777,,,,0.0014572382,,0.0037206804,,,,,,,,,,,,,,,,,,,,30,0.647601,1.289602,1.231614
P116,31,10.733,10.733,0,0.222613,0.618551,1.83373,139,0.206926,11,0.248221,0.53239,Unclassified,1,9.0332736E-05,0.7068879311,0.1994139705,,,,,,,,0.0936077656,,,,,,,,,,,,,,,,,,,31,0.222613,0.618551,0.248221
P117,31,11.407,11.407,0,0.283325,0.716094,2.177245,53,0.206926,14,0.356403,0.600617,Unclassified,1,0.7430692097,0.2360514883,0.0107394227,0.0033503311,,,,0.0019057137,,0.0048838345,,,,,,,,,,,,,,,,,,,,31,0.283325,0.716094,0.356403
P118,31,10.334,10.334,0,0.222613,0.628899,1.91499,37,0.292637,11,0.248221,0.53239,Unclassified,1,0.773557173,0.1869137706,0.016191911,0.0218781591,,,,0.0014589862,,,,,,,,,,,,,,,,,,,,,,31,0.222613,0.628899,0.248221
P119,31,11.098,11.098,0,0.141663,0.511702,1.522634,103,0.146319,7,0.126008,0.4247,Unclassified,1,0.774872073,0.2091996716,0.0116387417,0.0042895137,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.141663,0.511702,0.126008
P120,31,11.048,11.048,0,0.424988,0.840674,2.554418,66,0.327179,21,0.654755,0.735603,Unclassified,1,0.7630686107,0.2112492577,0.0129492107,0.0080277333,,,,0.0017352712,,0.0029699164,,,,,,,,,,,,,,,,,,,,31,0.424988,0.840674,0.654755
P121,31,15.225,15.225,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.8088364065,0.1526201788,0.0190332151,0.0090324504,,,,0.0059286515,,0.0045490976,,,,,,,,,,,,,,,,,,,,31,0.101188,0.423708,0.076068
P122,32,6.738,6.738,0,2.165415,1.786071,5.501191,4,0.746082,107,7.530526,1.660449,Unclassified,1,0.6944963426,0.0882675105,0.0747836471,0.1417556642,,,,0.0006968357,,,,,,,,,,,,,,,,,,,,,,32,2.165415,1.786071,7.530526
P123,32,9.92,9.92,0,0.283325,0.67143,1.99625,0,0.292637,14,0.356403,0.600617,Unclassified,1,0.0001592132,0.6790194927,0.1419098974,,,,,0.0117213326,,0.0431349472,0.1121627253,0.0118923915,,,,,,,,,,,,,,,,,,32,0.283325,0.67143,0.356403
P124,32,8.724,8.724,0,0.688076,1.266076,4.059817,14,0.327179,34,1.348864,0.935994,Unclassified,1,0.8623635636,0.135470543,,,,,,,,,,0.0021658934,,,,,,,,,,,,,,,,,,32,0.688076,1.266076,1.348864
P125,32,7.835,7.835,0,5.484368,3.600107,13.021641,126,0.936897,271,30.353138,2.642521,Unclassified,1,0.90107805,0.0978434872,,,,,,,,,,0.0010784628,,,,,,,,,,,,,,,,,,32,5.484368,3.600107,30.353138
P126,32,11.624,11.624,0,0.121425,0.485262,1.441374,69,0.146319,6,0.099995,0.393196,Unclassified,1,0.7819440874,0.2080877384,0.0099681742,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.121425,0.485262,0.099995
P127,33,12.376,12.376,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7812273918,0.2093339733,0.0071743144,0.0007615285,,,,,,,,0.0015027921,,,,,,,,,,,,,,,,,,33,0.101188,0.423708,0.076068
P128,33,10.39,10.39,0,0.121425,0.455239,1.356822,0,0.146319,6,0.099995,0.393196,Unclassified,1,0.726998289,0.250730889,0.0092469106,,,,,0.0023245223,,0.0067009391,,0.00399845,,,,,,,,,,,,,,,,,,33,0.121425,0.455239,0.099995
P129,34,10.47,10.47,0,0.607126,1.128678,3.567726,36,0.292637,30,1.117974,0.879213,Unclassified,1,0.7190202677,0.2407741277,0.0149915833,0.0131279209,,,,0.0031933868,,0.0070975014,,0.0004743775,,0.0013208346,,,,,,,,,,,,,,,,34,0.607126,1.128678,1.117974
P130,34,10.521,10.521,0,0.283325,0.76874,2.388606,9,0.206926,14,0.356403,0.600617,Unclassified,1,0.8562258958,0.1437741042,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.283325,0.76874,0.356403
P131,34,10.365,10.365,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7823017251,0.1914115386,0.0102534054,0.0130936034,,,,0.0014272514,,0.001512476,,,,,,,,,,,,,,,,,,,,34,0.08095,0.362155,0.05443
P132,34,11.445,11.445,0,0.141663,0.490353,1.456557,138,0.206926,7,0.126008,0.4247,Unclassified,1,0.7932260264,0.1800410543,0.0098685935,0.0106781829,,,,0.0009510624,,,,,,,,,,0.0052350805,,,,,,,,,,,,34,0.141663,0.490353,0.126008
P133,35,10.991,10.991,0,0.222613,0.618551,1.83373,41,0.206926,11,0.248221,0.53239,Unclassified,1,0.7743020278,0.2060826813,0.0086413606,0.0091526322,,,,0.0018212981,,,,,,,,,,,,,,,,,,,,,,35,0.222613,0.618551,0.248221
P134,35,7.007,7.007,0,1.315439,1.399903,4.207153,36,0.603288,65,3.565494,1.294167,Unclassified,1,0.712835148,0.0905917354,0.0630411168,0.1328911457,,,,0.0006408541,,,,,,,,,,,,,,,,,,,,,,35,1.315439,1.399903,3.565494
P135,35,8.518,8.518,0,0.951164,1.216312,3.74872,30,0.52756,47,2.192282,1.100481,Unclassified,1,0.5466476386,0.3384519326,0.0529337571,0.0054463041,,,,0.0050875788,,0.0415139136,,0.0024950393,0.0030981707,0.0043256653,,,,,,,,,,,,,,,,35,0.951164,1.216312,2.192282
P136,36,10.344,10.344,0,0.202375,0.639452,1.930173,10,0.206926,10,0.215154,0.507614,Unclassified,1,0.7987924054,0.1311360596,0.0299777841,0.0365726121,,,,0.0024850669,,,,0.0010360719,,,,,,,,,,,,,,,,,,36,0.202375,0.639452,0.215154
P137,36,9.696,9.696,0,1.072589,1.757134,5.585743,52,0.292637,53,2.625206,1.168616,Unclassified,1,0.836996793,0.162057395,,,,,,,,,,0.000945812,,,,,,,,,,,,,,,,,,36,1.072589,1.757134,2.625206
P138,36,10.712,10.712,0,0.303563,0.69787,2.077509,38,0.292637,15,0.395263,0.621698,Unclassified,1,0.6967838625,0.2628564101,0.0185135465,,,,,0.0034570211,,0.0160194327,,0.0023697271,,,,,,,,,,,,,,,,,,36,0.303563,0.69787,0.395263
P139,36,9.192,9.192,0,3.582041,2.918256,9.107881,164,0.603288,177,16.021735,2.135602,Unclassified,1,0.8708180854,0.1282643078,,,,,,,,,,0.0009176068,,,,,,,,,,,,,,,,,,36,3.582041,2.918256,16.021735
P140,37,11.787,11.787,0,0.263088,0.662985,1.99625,6,0.292637,13,0.318907,0.578769,Unclassified,1,0.7221825962,0.2461994504,0.0129256567,,,,,0.0024484089,,0.0131863142,,0.0030575736,,,,,,,,,,,,,,,,,,37,0.263088,0.662985,0.318907
P141,37,8.761,8.761,0,7.083133,4.059851,13.299079,138,0.925401,350,44.550412,3.003086,Unclassified,1,0.8982795161,0.100208898,,,,,,,,,,0.0015115859,,,,,,,,,,,,,,,,,,37,7.083133,4.059851,44.550412
P142,37,11.3,11.3,0,0.222613,0.618551,1.83373,0,0.292637,11,0.248221,0.53239,Unclassified,1,0.8011910577,0.1700191241,0.0138248849,0.0135878099,,,,,,,,0.0013771234,,,,,,,,,,,,,,,,,,37,0.222613,0.618551,0.248221
P143,37,10.615,10.615,0,0.24285,0.686835,2.095985,122,0.292637,12,0.282827,0.556063,Unclassified,1,0.7629026171,0.2211451769,0.0072623009,,,,,0.0018047579,,0.0068851472,,,,,,,,,,,,,,,,,,,,37,0.24285,0.686835,0.282827
P144,37,11.16,11.16,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7949257561,0.1749919399,0.014345483,0.0142343465,,,,0.0015024745,,,,,,,,,,,,,,,,,,,,,,37,0.060713,0.335715,0.035353
P145,38,10.091,10.091,0,0.465463,0.887851,2.654153,101,0.327179,23,0.750484,0.769835,Unclassified,1,0.7601549607,0.1096091368,,,,,,,,,,,,,,,,,0.1302359025,,,,,,,,,,,38,0.465463,0.887851,0.750484
P146,38,11.833,11.833,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.8091131485,0.1737843243,0.0094447409,0.0076577864,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.08095,0.397269,0.05443
P147,38,10.454,10.454,0,0.303563,0.706544,2.095985,58,0.292637,15,0.395263,0.621698,Unclassified,1,0.000191045,0.6448569083,0.1461969261,0.0382166513,,,,0.0194908954,,,0.1223021757,,,,,,,0.0287453981,,,,,,,,,,,,38,0.303563,0.706544,0.395263
P148,38,9.385,9.385,0,1.032114,1.266677,3.782379,158,0.52756,51,2.478021,1.146354,Unclassified,1,0.7117100184,0.2167185688,0.0272794295,0.0340272654,,,,0.0025072365,,0.0060934167,,,,0.0016640647,,,,,,,,,,,,,,,,38,1.032114,1.266677,2.478021
P149,39,10.967,10.967,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7715122592,0.2143004236,0.0093889643,0.0031716838,,,,0.0016266692,,,,,,,,,,,,,,,,,,,,,,39,0.121425,0.450148,0.099995
P150,39,11.11,11.11,0,0.283325,0.692779,2.062326,104,0.292637,14,0.356403,0.600617,Unclassified,1,0.7811571702,0.208747516,0.0073385476,0.0027567662,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.283325,0.692779,0.356403
P151,39,14.669,14.669,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8288859071,0.1566875955,0.0041556668,,,,,,,0.0086190908,,0.0016517398,,,,,,,,,,,,,,,,,,39,0.060713,0.335715,0.035353
P152,39,9.571,9.571,0,0.566651,0.953402,2.850331,90,0.413852,28,1.008061,0.849401,Unclassified,1,0.0001134651,0.6296554521,0.2066581012,0.0178224716,,,,0.0128220673,,0.0193920855,0.1042418835,,,,,,,,,0.0092944737,,,,,,,,,,39,0.566651,0.953402,1.008061
P153,40,9.673,9.673,0,0.627363,1.05386,3.193845,118,0.327179,31,1.174336,0.893747,Unclassified,1,0.0002027082,0.6299655015,0.1366217906,0.0370096699,,,,0.0498745571,,0.0334530661,0.1073625256,0.0055101809,,,,,,,,,,,,,,,,,,40,0.627363,1.05386,1.174336
P154,40,11.25,11.25,0,0.121425,0.463913,1.375298,141,0.206926,6,0.099995,0.393196,Unclassified,1,0.7927961522,0.1945659267,0.0054311001,0.0045130786,,,,0.0011090537,,0.0015846887,,,,,,,,,,,,,,,,,,,,40,0.121425,0.463913,0.099995
P155,40,11.605,11.605,0,0.141663,0.592952,1.818547,110,0.146319,7,0.126008,0.4247,Unclassified,1,0.794668609,0.1780399082,0.007119798,,,,,0.0012431167,,0.0189285681,,,,,,,,,,,,,,,,,,,,40,0.141663,0.592952,0.126008
P156,40,7.568,7.568,0,17.687594,9.019371,28.704438,69,0.890022,874,175.799164,4.745582,Unclassified,1,0.8533082432,0.1377074867,,,,,,,,,,0.0089842701,,,,,,,,,,,,,,,,,,40,17.687594,9.019371,175.799164
P157,40,10.404,10.404,0,0.526176,0.985707,3.09411,129,0.327179,26,0.902007,0.818503,Unclassified,1,0.6981678764,0.243869437,0.0326842184,0.0035273362,0.0008802302,,,0.0014372321,,0.0173244512,,0.0021092185,,,,,,,,,,,,,,,,,,40,0.526176,0.985707,0.902007
P158,40,11.007,11.007,0,0.384513,0.967999,2.943481,162,0.292637,19,0.563482,0.699698,Unclassified,1,0.7939737026,0.177404725,,0.0140993944,,,,,,,,0.0066183751,,,,0.0079038029,,,,,,,,,,,,,,40,0.384513,0.967999,0.563482
P159,40,11.044,11.044,0,0.202375,0.578346,1.718812,90,0.292637,10,0.215154,0.507614,Unclassified,1,0.7706330261,0.22001536,0.0093516139,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.202375,0.578346,0.215154
P160,41,10.892,10.892,0,0.505938,1.067649,3.202443,176,0.292637,25,0.850471,0.802608,Unclassified,1,0.7233895585,0.2405793704,0.0027205723,,,,,0.0041468203,,0.0142038996,,0.0020012537,,0.0129585253,,,,,,,,,,,,,,,,41,0.505938,1.067649,0.850471
P161,41,10.579,10.579,0,0.202375,0.597139,1.800072,114,0.292637,10,0.215154,0.507614,Unclassified,1,0.7864150237,0.1764502721,0.014428878,0.0173092668,,,,0.0007976911,,0.0025394091,,0.0020594592,,,,,,,,,,,,,,,,,,41,0.202375,0.597139,0.215154
P162,42,10.852,10.852,0,0.627363,1.139858,3.471283,132,0.327179,31,1.174336,0.893747,Unclassified,1,0.8697489271,0.1292132839,,,,,,,,,,0.001037789,,,,,,,,,,,,,,,,,,42,0.627363,1.139858,1.174336
P163,42,10.269,10.269,0,0.728551,1.10532,3.286995,173,0.438956,36,1.469614,0.96313,Unclassified,1,0.7101105157,0.256282295,0.0029740343,,,,,0.0049703071,,0.0151476217,,0.0024881783,,0.0080270479,,,,,,,,,,,,,,,,42,0.728551,1.10532,1.469614
P164,43,9.815,9.815,0,0.546413,1.059175,3.224211,151,0.292637,27,0.954543,0.834095,Unclassified,1,0.6928064058,0.2354885241,0.0226392435,0.025223975,,,,0.0037941742,,0.0083935869,,,0.0035100578,0.0081440328,,,,,,,,,,,,,,,,43,0.546413,1.059175,0.954543
P165,44,10.428,10.428,0,0.485701,0.876992,2.635677,90,0.413852,24,0.799957,0.786392,Unclassified,1,0.7584317061,0.1869109409,0.0231106384,0.025037754,,,,0.0030663491,,0.0034426116,,,,,,,,,,,,,,,,,,,,44,0.485701,0.876992,0.799957
P166,44,7.083,7.083,0,2.084465,1.836015,5.748263,74,0.731594,103,7.112225,1.629117,Unclassified,1,0.7152974732,0.0877608398,0.0674119995,0.1293289861,,,,0.0002007014,,,,,,,,,,,,,,,,,,,,,,44,2.084465,1.836015,7.112225
P167,44,10.639,10.639,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7677654305,0.2148810771,0.0071169699,,,,,0.0018107293,,0.0084257933,,,,,,,,,,,,,,,,,,,,44,0.101188,0.423708,0.076068
P168,44,11.124,11.124,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.793138635,0.1902568979,0.0067987864,0.0072762246,,,,0.0025294561,,,,,,,,,,,,,,,,,,,,,,44,0.08095,0.362155,0.05443
P169,44,11.015,11.015,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.7836921233,0.1796952631,0.0194194448,0.0124015661,,,,0.002777466,,0.0020141367,,,,,,,,,,,,,,,,,,,,44,0.08095,0.362155,0.05443
P170,45,8.764,8.764,0,1.396389,1.839388,5.664952,31,0.4627,69,3.899629,1.333393,Unclassified,1,0.8599623578,0.1400376422,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1.396389,1.839388,3.899629
P171,45,10.313,10.313,0,0.222613,0.748202,2.27698,57,0.206926,11,0.248221,0.53239,Unclassified,1,0.8494207523,0.1505792477,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0.222613,0.748202,0.248221
P172,46,10.599,10.599,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7312724303,0.2508298601,0.0164684711,0.0014292385,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.121425,0.450148,0.099995
P173,46,11.353,11.353,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.8061425989,0.1807449715,0.0048528717,0.0082595578,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.141663,0.490353,0.126008
P174,46,11.334,11.334,0,0.141663,0.490353,1.456557,138,0.206926,7,0.126008,0.4247,Unclassified,1,0.7968882052,0.1942911357,0.0027785396,,,,,,,0.0060421195,,,,,,,,,,,,,,,,,,,,46,0.141663,0.490353,0.126008
P175,46,11.631,11.631,0,0.566651,1.085543,3.325998,94,0.292637,28,1.008061,0.849401,Unclassified,1,0.844637136,0.1542430601,,,,,,,,,,0.0011198039,,,,,,,,,,,,,,,,,,46,0.566651,1.085543,1.008061
P176,47,10.043,10.043,0,0.607126,1.414204,4.352438,26,0.292637,30,1.117974,0.879213,Unclassified,1,0.8410159983,0.1576362139,,,,,,,,,,0.0013477878,,,,,,,,,,,,,,,,,,47,0.607126,1.414204,1.117974
P177,47,10.619,10.619,0,0.121425,0.561193,1.703629,74,0.146319,6,0.099995,0.393196,Unclassified,1,0.7819259958,0.2107446169,0.0032069934,,,,,,,0.0026822035,,0.0014401903,,,,,,,,,,,,,,,,,,47,0.121425,0.561193,0.099995
P178,47,11.931,11.931,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.7936070101,0.2017798434,0.0018208772,0.0019731134,,,,0.0008191559,,,,,,,,,,,,,,,,,,,,,,47,0.060713,0.335715,0.035353
P179,48,11.264,11.264,0,0.789263,1.168892,3.586201,39,0.438956,39,1.657092,1.002458,Unclassified,1,0.7837892598,0.1534757768,0.0251641809,0.0228350655,,,,0.0035354628,,0.0097626832,,0.0014375709,,,,,,,,,,,,,,,,,,48,0.789263,1.168892,1.657092
P180,48,10.365,10.365,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.000316554,0.7039633972,0.1651649914,,,,,0.0133380713,,0.0255416101,0.0916753759,,,,,,,,,,,,,,,,,,,48,0.141663,0.490353,0.126008
P181,48,10.512,10.512,0,0.344038,0.889612,2.735412,60,0.206926,17,0.476895,0.661848,Unclassified,1,0.8711357816,0.1265681196,,,,,,,,,,0.0022960988,,,,,,,,,,,,,,,,,,48,0.344038,0.889612,0.476895
P182,48,10.745,10.745,0,0.141663,0.564362,1.733995,28,0.146319,7,0.126008,0.4247,Unclassified,1,0.8518493411,0.1466293818,,,,,,,,,,0.0015212771,,,,,,,,,,,,,,,,,,48,0.141663,0.564362,0.126008
P183,48,11.425,11.425,0,0.283325,0.745888,2.243321,106,0.292637,14,0.356403,0.600617,Unclassified,1,0.7939496844,0.1871886172,0.0062660514,0.0060764879,,,,0.0018923497,,0.0032676701,,0.0013591392,,,,,,,,,,,,,,,,,,48,0.283325,0.745888,0.356403
P184,48,11.653,11.653,0,0.141663,0.511702,1.522634,103,0.146319,7,0.126008,0.4247,Unclassified,1,0.7770837751,0.2053798131,0.0015284815,,0.0011860409,,,,,0.0040133059,,0.0061523126,,0.0046562709,,,,,,,,,,,,,,,,48,0.141663,0.511702,0.126008
P185,49,10.466,10.466,0,0.202375,0.583437,1.733995,0,0.206926,10,0.215154,0.507614,Unclassified,1,0.7119559329,0.2596321181,0.0140216986,0.003050341,,,,0.0029620072,,0.0070041027,,,,0.0013737996,,,,,,,,,,,,,,,,49,0.202375,0.583437,0.215154
P186,50,10.243,10.243,0,0.1619,0.516792,1.537817,40,0.206926,8,0.153952,0.454024,Unclassified,1,0.7343857282,0.2284471301,0.0160128169,0.0114035859,,,,0.004120478,,0.0036835163,,0.0010965399,,0.0008502048,,,,,,,,,,,,,,,,50,0.1619,0.516792,0.153952
P187,50,10.512,10.512,0,0.303563,0.70319,2.111168,1,0.292637,15,0.395263,0.621698,Unclassified,1,0.8006794756,0.1620839182,0.0162019512,0.0201995679,,,,,,,,0.0008350871,,,,,,,,,,,,,,,,,,50,0.303563,0.70319,0.395263
P188,52,11.598,11.598,0,0.141663,0.490353,1.456557,0,0.206926,7,0.126008,0.4247,Unclassified,1,0.7590454037,0.2205318301,0.0111768008,0.0014778258,,,,0.0040484711,,0.0037196685,,,,,,,,,,,,,,,,,,,,52,0.141663,0.490353,0.126008
P189,52,11.622,11.622,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.8098431234,0.1888438875,,,,,,,,,,0.0013129891,,,,,,,,,,,,,,,,,,52,0.101188,0.423708,0.076068
